customer_id,churn_probability,risk_segment,frequency,monetary,recency,customer_lifespan,avg_purchase_interval,median_purchase_interval,average_order_value,revenue_exposure
12435,0.4652035069887795,MEDIUM,5,10075.030000000002,176,469,117.0,114.0,2015.0060000000005,4686.939289017164
12437,0.0518551735481392,LOW,32,10543.4,7,638,20.096774193548388,20.0,329.48125,546.7298367874508
12439,0.9167565401116652,HIGH,2,1142.88,591,43,43.0,43.0,571.44,1047.74271456282
12440,0.869614266764301,HIGH,2,859.1999999999999,371,255,255.0,255.0,429.59999999999997,747.1725780038873
12444,0.1711170871760468,LOW,2,2627.2699999999995,30,49,49.0,49.0,1313.6349999999998,449.57078962501237
12449,0.2359707719730474,LOW,5,3493.18,0,346,86.25,47.0,698.636,824.2883812408096
12450,0.4461900150180173,MEDIUM,5,688.2,65,318,79.0,37.0,137.64000000000001,307.06796833539954
12451,0.2731672411770295,LOW,5,8942.18,127,311,77.5,86.0,1788.4360000000001,2442.7106407084098
12454,0.7960669205271923,HIGH,4,13151.44,304,25,7.666666666666667,3.0,3287.86,10469.426341298138
12455,0.1661416812939656,LOW,9,5589.45,36,593,73.625,71.5,621.05,928.6406205085559
12456,0.3662954891605496,LOW,2,2265.4,40,123,123.0,123.0,1132.7,829.8058011443092
12457,0.4591079850367892,MEDIUM,4,1699.9299999999996,142,201,66.66666666666667,4.0,424.9824999999999,780.4514370035888
12458,0.5711317196948942,MEDIUM,3,1272.01,193,203,101.0,101.0,424.00333333333333,726.4852587691023
12461,0.3476562513069811,LOW,2,826.88,3,60,60.0,60.0,413.44,287.4700010807165
12463,0.3814932998157355,LOW,3,985.79,84,66,32.5,32.5,328.59666666666664,376.07228002535385
12464,0.3349849511700468,LOW,6,780.55,15,203,40.2,43.0,130.09166666666667,261.47250363578
12468,0.376404905503427,LOW,5,3670.74,96,495,123.25,105.5,734.1479999999999,1381.6845428276495
12469,0.923424140922892,HIGH,2,3070.54,431,14,14.0,14.0,1535.27,2835.410761669377
12471,0.055256950019134,LOW,68,31210.54,16,625,9.08955223880597,3.0,458.9785294117647,1724.5992488501824
12472,0.0940163832117256,LOW,17,14604.78,47,587,35.9375,37.5,859.104705882353,1373.088593202946
12473,0.266258328610529,LOW,2,1175.75,23,77,77.0,77.0,587.875,313.0532298638295
12474,0.064527399596111,LOW,26,9410.72,7,568,22.2,15.0,361.9507692307692,607.2492899271136
12476,0.089742870211338,LOW,18,10459.16,50,360,20.88235294117647,13.0,581.0644444444445,938.635038399618
12477,0.3329161365434667,LOW,6,15890.66,9,522,104.2,98.0,2648.443333333333,5290.257134325804
12480,0.185691534961349,LOW,6,4328.17,52,364,72.4,68.0,721.3616666666667,803.7045308736618
12481,0.1231364795627867,LOW,13,10690.95,88,427,35.25,21.0,822.3807692307693,1316.4459461817746
12482,0.9736530312927714,HIGH,29,23691.4,485,77,2.642857142857143,0.0,816.944827586207,23067.203425569565
12483,0.0790811609053994,LOW,17,4236.259999999999,7,578,35.6875,26.0,249.19176470588232,335.0083586971072
12484,0.1789914899291287,LOW,10,5485.43,9,580,64.11111111111111,30.0,548.543,981.8452886019404
12490,0.1032590260927262,LOW,17,7958.299999999999,2,645,39.9375,40.0,468.135294117647,821.7663073537428
12492,0.5591683090906628,MEDIUM,2,578.39,14,297,297.0,297.0,289.195,323.4173582949485
12493,0.5501537723268887,MEDIUM,2,433.74,74,31,31.0,31.0,216.87,238.6236972090647
12494,0.3331755691398796,LOW,7,1438.03,70,414,68.33333333333333,53.5,205.43285714285713,479.11646369022105
12496,0.9057533236802908,HIGH,2,45.34,529,0,0.0,0.0,22.67,41.06685569566439
12497,0.5382670541656026,MEDIUM,2,5205.400000000001,309,244,244.0,244.0,2602.7000000000003,2801.895323753628
12500,0.1486892024357627,LOW,14,3471.23,15,566,43.23076923076923,25.0,247.945,516.1344201710925
12502,0.1883155759678291,LOW,5,3723.87,4,214,53.25,45.5,744.774,701.2627238793198
12504,0.6231337172816318,MEDIUM,2,297.00000000000006,326,179,179.0,179.0,148.50000000000003,185.07071403264467
12507,0.6324630019413786,MEDIUM,4,1844.06,43,450,150.0,143.0,461.015,1166.2997233600186
12510,0.181104781588235,LOW,9,5178.02,51,592,73.5,43.5,575.3355555555556,937.7641811595128
12514,0.8524634794384631,HIGH,2,1597.7600000000002,176,374,374.0,374.0,798.8800000000001,1362.0320489075991
12516,0.6690481400717463,MEDIUM,3,1919.76,89,418,209.0,209.0,639.92,1284.4118573841356
12517,0.2337954676542357,LOW,2,1521.45,35,63,63.0,63.0,760.725,355.7081142625369
12520,0.2596603574926884,LOW,4,2045.8500000000004,51,131,43.333333333333336,55.0,511.4625000000001,531.2261423764166
12523,0.0533244052984567,LOW,19,3580.33,16,624,34.111111111111114,28.0,188.43842105263158,190.91896802222348
12524,0.1089725106888801,LOW,15,9762.87,71,507,35.857142857142854,29.5,650.8580000000001,1063.884455429147
12525,0.8533206897909248,HIGH,3,973.73,407,149,74.0,74.0,324.57666666666665,830.9039552701172
12527,0.5907198553163613,MEDIUM,4,671.72,203,234,77.33333333333333,34.0,167.93,396.7983412131062
12528,0.259646780320807,LOW,4,1287.37,23,198,66.0,36.0,321.8425,334.2614755815973
12530,0.1926062694077401,LOW,8,3318.63,32,518,73.57142857142857,78.0,414.82875,639.1889438446085
12533,0.8830250093838593,HIGH,2,1367.89,536,110,110.0,110.0,683.945,1207.8810800860874
12535,0.4520144813922424,MEDIUM,2,716.35,0,94,94.0,94.0,358.175,323.8005737453328
12539,0.366275953742369,LOW,6,10164.09,171,454,90.4,54.0,1694.015,3722.8617586732753
12540,0.0518551735481392,LOW,27,18101.11,1,639,24.07692307692308,21.5,670.4114814814815,938.636200463958
12541,0.4458377485447132,MEDIUM,2,536.14,82,107,107.0,107.0,268.07,239.03145050476252
12542,0.863933927263713,HIGH,2,481.88,393,156,156.0,156.0,240.94,416.312480869838
12547,0.6180215376239463,MEDIUM,3,383.5799999999999,106,302,150.5,150.5,127.85999999999997,237.06070140179327
12549,0.8803925973647997,HIGH,6,1575.6799999999998,484,121,24.0,1.0,262.6133333333333,1387.2170078157674
12553,0.1159229841857303,LOW,9,3336.06,19,313,38.625,40.5,370.67333333333335,386.72603062264744
12557,0.205901338239328,LOW,7,15106.14,67,564,93.5,86.5,2158.02,3110.374441630642
12559,0.6019807476853591,MEDIUM,2,561.7099999999999,219,8,8.0,8.0,280.85499999999996,338.13860578234306
12560,0.2101045467626509,LOW,2,1436.3100000000002,21,30,30.0,30.0,718.1550000000001,301.7752615606631
12562,0.1807130501589084,LOW,5,2790.41,35,308,76.75,49.0,558.082,504.26350229391954
12567,0.136677784973334,LOW,14,10216.18,5,570,43.38461538461539,40.0,729.7271428571429,1396.3248532888754
12569,0.1071798831779633,LOW,15,2167.6800000000003,1,160,10.928571428571429,9.0,144.51200000000003,232.33168916720751
12573,0.5562298239255855,MEDIUM,5,717.4100000000002,136,237,58.75,40.0,143.48200000000003,399.0448379824544
12575,0.8908491592965205,HIGH,2,622.8199999999999,366,69,69.0,69.0,311.40999999999997,554.8386733930589
12576,0.3585751036669132,LOW,7,1763.4400000000005,4,430,71.16666666666667,67.5,251.92000000000007,632.3256808103816
12577,0.5058444205170276,MEDIUM,6,1186.39,268,376,75.2,22.0,197.73166666666668,600.1287620571965
12578,0.5758932700190792,MEDIUM,3,3456.6000000000004,239,113,56.0,56.0,1152.2,1990.6326771479494
12580,0.7213919145609621,HIGH,2,1052.9,155,329,329.0,329.0,526.45,759.553546841237
12582,0.4939266022777598,MEDIUM,4,1980.4,147,338,112.66666666666669,134.0,495.1,978.1722431508756
12583,0.0536473099771832,LOW,21,10542.41,15,627,30.9,31.0,502.0195238095238,565.5719371765559
12584,0.3586795489057722,LOW,4,782.5899999999999,36,153,50.333333333333336,48.0,195.64749999999998,280.69902817816825
12585,0.4880559954079689,MEDIUM,2,2040.1,143,117,117.0,117.0,1020.05,995.6830362317974
12586,0.5849903904141494,MEDIUM,3,1865.73,283,348,174.0,174.0,621.91,1091.4341211073909
12588,0.6090060949879076,MEDIUM,3,743.8800000000001,308,198,99.0,99.0,247.96000000000004,453.02745393960475
12589,0.287201901006218,LOW,7,4180.48,53,544,90.66666666666669,21.0,597.2114285714285,1200.6418031184742
12590,0.513685809957114,MEDIUM,2,9864.26,120,0,0.0,0.0,4932.13,5067.130387727561
12591,0.6756055540874003,MEDIUM,3,1338.95,226,91,45.5,45.5,446.31666666666666,904.6020566453246
12592,0.4257968715295468,MEDIUM,5,2582.66,1,427,106.5,60.5,516.5319999999999,1099.6885482244993
12593,0.4358553890055626,MEDIUM,3,418.0999999999999,17,110,55.0,55.0,139.36666666666665,182.23113814322568
12594,0.1509742519641072,LOW,13,4281.79,30,525,43.333333333333336,39.5,329.36846153846153,646.4400423173945
12597,0.3285023335832002,LOW,2,1428.81,92,85,85.0,85.0,714.405,469.36741924701226
12598,0.2040512777280274,LOW,7,3095.3900000000003,70,487,80.66666666666667,61.0,442.1985714285715,631.6182845665588
12599,0.2930523071285226,LOW,12,2121.18,35,451,40.36363636363637,28.0,176.765,621.6166928348795
12600,0.055398175467472,LOW,19,4304.9400000000005,21,619,33.94444444444444,31.0,226.57578947368424,238.48582149693894
12601,0.4199986850219458,MEDIUM,6,681.26,98,214,42.4,49.0,113.54333333333334,286.1283041580508
12605,0.6592335672614894,MEDIUM,4,1232.95,285,81,27.0,35.0,308.2375,812.8020267550534
12609,0.1937816627014537,LOW,8,3109.74,95,533,75.85714285714286,62.0,388.7175,602.6105877692186
12610,0.2385239935528205,LOW,2,1256.25,15,19,19.0,19.0,628.125,299.64576690073073
12613,0.1657022576317549,LOW,9,4935.51,106,527,65.625,65.5,548.39,817.8251495641026
12615,0.4428865271869027,MEDIUM,5,4084.53,77,462,115.5,108.5,816.9060000000001,1808.9833068907196
12616,0.5352036135039833,MEDIUM,3,1131.1,4,293,146.5,146.5,377.0333333333333,605.3688072343555
12619,0.3706065178917461,LOW,6,2227.6,25,444,88.6,32.0,371.26666666666665,825.5630792556535
12621,0.0791127425232484,LOW,30,20816.57,9,568,19.06896551724138,17.0,693.8856666666667,1646.855942627177
12623,0.4360559333033568,MEDIUM,7,3747.84,185,420,69.66666666666667,51.5,535.4057142857143,1634.2678690716527
12624,0.4221551360598388,MEDIUM,2,641.13,15,71,71.0,71.0,320.565,270.65632238204444
12625,0.4702562469072228,MEDIUM,4,5164.879999999999,120,384,127.66666666666669,107.0,1291.2199999999998,2428.8170845261766
12626,0.1766860473094539,LOW,6,4774.0,21,214,42.2,14.0,795.6666666666666,843.4991898553329
12627,0.1184390935776589,LOW,5,2727.83,5,44,10.5,11.0,545.566,323.0817126339453
12629,0.6390042144617821,MEDIUM,2,1558.2199999999998,294,37,37.0,37.0,779.1099999999999,995.709147058638
12631,0.3919863791655995,LOW,5,2841.07,365,237,59.0,70.5,568.214,1113.6607422560098
12632,0.8835464693887447,HIGH,2,804.88,429,44,44.0,44.0,402.44,711.1488822816128
12633,0.1677161416738164,LOW,6,5462.93,38,395,78.6,91.0,910.4883333333333,916.2215418341419
12634,0.7150240901385291,HIGH,2,490.0,444,12,12.0,12.0,245.0,350.36180416787926
12635,0.5803912733352543,MEDIUM,3,1924.87,63,301,150.5,150.5,641.6233333333333,1117.1777503048309
12637,0.1760318685965456,LOW,11,7939.809999999999,0,451,44.7,48.5,721.8009090909089,1397.6595906015384
12639,0.6899625260783145,MEDIUM,3,1312.37,147,389,194.5,194.5,437.45666666666665,905.4861203493975
12643,0.1915032835858937,LOW,12,8304.82,37,482,43.36363636363637,37.0,692.0683333333333,1590.4002995898015
12644,0.7067595860205955,HIGH,4,1918.49,38,564,188.0,239.0,479.6225,1355.9111981846522
12645,0.3112340030712318,LOW,7,3074.98,18,559,92.5,94.0,439.28285714285715,957.0383347639763
12647,0.0834392091604803,LOW,33,16119.44,35,568,17.25,14.5,488.4678787878788,1344.9933257098126
12648,0.5832772813524213,MEDIUM,4,1112.0,63,546,182.0,203.0,278.0,648.6043368638925
12649,0.689614589408561,MEDIUM,8,2294.65,16,588,83.71428571428571,105.0,286.83125,1582.4241175863547
12651,0.762065969318575,HIGH,4,377.75,243,130,43.333333333333336,44.0,94.4375,287.8704199100917
12652,0.6578876110854273,MEDIUM,2,1017.03,240,102,102.0,102.0,508.515,669.091437102212
12653,0.5123073933874485,MEDIUM,3,4160.83,57,378,188.5,188.5,1386.9433333333334,2131.623971628297
12654,0.5181127725722493,MEDIUM,3,337.75,106,97,48.5,48.5,112.58333333333333,174.9925889362772
12656,0.2667820725372679,LOW,6,5177.33,25,446,88.8,73.0,862.8883333333333,1381.2188276093732
12662,0.0762936798467625,LOW,16,5530.42,16,510,33.46666666666667,35.0,345.65125,421.93609289813224
12663,0.8890470253801304,HIGH,2,239.4,533,43,43.0,43.0,119.7,212.83785787600323
12664,0.4566582384275202,MEDIUM,5,3145.64,52,583,145.25,140.5,629.1279999999999,1436.4824211271446
12665,0.7175501760126699,HIGH,3,313.6,233,344,171.5,171.5,104.53333333333335,225.0237351975733
12668,0.3378313738768602,LOW,9,10500.35,168,417,51.75,46.5,1166.7055555555555,3547.347666687889
12669,0.512505570940644,MEDIUM,3,2744.03,59,105,52.5,52.5,914.6766666666667,1406.3306618282554
12670,0.5286092403769413,MEDIUM,5,2398.71,7,567,141.5,127.0,479.742,1267.980270984573
12672,0.7462556632312428,HIGH,2,437.05,238,265,265.0,265.0,218.525,326.1510376152147
12673,0.6314290386169477,MEDIUM,2,840.4000000000002,235,75,75.0,75.0,420.2000000000001,530.6529640536829
12674,0.2356788314261451,LOW,3,1402.0,0,116,58.0,58.0,467.3333333333333,330.42172165945544
12675,0.8399440753816364,HIGH,2,957.25,462,24,24.0,24.0,478.625,804.0364661590714
12676,0.1379224398979123,LOW,9,2509.7499999999995,32,359,44.625,54.0,278.8611111111111,346.15084353378535
12677,0.8994197743543005,HIGH,2,395.1,464,111,111.0,111.0,197.55,355.36075284738416
12678,0.0575664194810789,LOW,18,24934.98,9,600,34.8235294117647,31.0,1385.2766666666666,1435.4175184323128
12679,0.3746875587933426,LOW,2,906.38,114,77,77.0,77.0,453.19,339.60930953910986
12681,0.1352219283371252,LOW,38,25913.8,60,574,15.08108108108108,13.0,681.9421052631578,3504.1140065425952
12682,0.0518551735481392,LOW,41,18890.32,9,638,15.425,13.5,460.73951219512196,979.5608219798848
12683,0.0797606863165145,LOW,18,9779.32,1,633,36.8235294117647,26.0,543.2955555555556,780.0052749088167
12684,0.3644328983105599,LOW,4,1379.48,79,42,14.0,10.0,344.87,502.7278945614512
12685,0.2849334471164763,LOW,2,1606.42,1,1,1.0,1.0,803.21,457.72278811684987
12687,0.7731668340694171,HIGH,2,2138.9099999999994,389,0,0.0,0.0,1069.4549999999997,1653.7342730594164
12691,0.3633335161965844,LOW,5,690.9000000000001,54,275,68.5,50.5,138.18,251.02712634022018
12693,0.2812144968070496,LOW,7,1703.0200000000002,36,395,65.33333333333333,62.5,243.28857142857146,478.91391235234164
12694,0.4983250626400821,MEDIUM,2,1413.1799999999998,92,237,237.0,237.0,706.5899999999999,704.2230120217112
12695,0.5270157373927135,MEDIUM,5,1158.9199999999998,16,557,139.0,88.5,231.78399999999996,610.7690783791634
12696,0.7815177059216845,HIGH,2,851.91,343,74,74.0,74.0,425.955,665.7827488517422
12697,0.3296971151073959,LOW,2,733.9099999999999,40,37,37.0,37.0,366.9549999999999,241.9680097484689
12700,0.2865667111135003,LOW,2,2149.05,65,58,58.0,58.0,1074.525,615.8461905184679
12701,0.4244487274881717,MEDIUM,5,1985.78,151,390,97.0,50.0,397.156,842.8617940714615
12703,0.6999336159694861,MEDIUM,3,722.9799999999999,542,51,25.0,25.0,240.9933333333333,506.038005673619
12704,0.2126402223117644,LOW,3,1100.92,14,63,31.0,31.0,366.97333333333336,234.0998735474677
12705,0.1660405518026277,LOW,9,9056.33,67,375,46.625,35.5,1006.2588888888889,1503.7180305066913
12708,0.1137476466284816,LOW,15,4436.52,10,619,43.785714285714285,37.0,295.76800000000003,504.6437092201912
12709,0.0518551735481392,LOW,30,27786.03,5,634,21.379310344827587,21.0,926.2009999999999,1440.849407863802
12710,0.3331663558220856,LOW,3,1149.0200000000002,5,104,51.5,51.5,383.0066666666667,382.81480616669285
12711,0.8812932111997709,HIGH,2,1339.0499999999995,520,65,65.0,65.0,669.5249999999997,1180.0956744570528
12712,0.0533244052984567,LOW,19,6239.98,15,623,34.166666666666664,31.0,328.41999999999996,332.7432225742638
12714,0.194782107618859,LOW,11,12774.55,15,628,62.3,66.5,1161.3227272727272,2488.253772882495
12717,0.6989809263286102,MEDIUM,3,1308.91,60,439,219.0,219.0,436.30333333333334,914.9031242807812
12720,0.0759767997902457,LOW,22,5695.389999999999,3,412,19.23809523809524,19.0,258.88136363636363,432.7175057573674
12721,0.2110862597093717,LOW,6,3055.86,92,288,57.2,57.0,509.31,645.0500575954807
12722,0.2168506462378564,LOW,3,929.65,23,35,17.0,17.0,309.8833333333333,201.5952032750232
12724,0.3059828113869258,LOW,5,1566.4700000000005,82,361,90.0,86.5,313.2940000000001,479.3128945532778
12725,0.5250520029337565,MEDIUM,4,2266.76,280,213,70.66666666666667,43.0,566.69,1190.1668781701221
12726,0.2210227107781452,LOW,9,2872.82,93,439,54.375,46.5,319.20222222222225,634.9584639776712
12727,0.1718666938269613,LOW,9,5036.53,4,559,69.5,92.5,559.6144444444444,865.6117594603053
12728,0.5526224381840396,MEDIUM,4,851.15,166,126,41.66666666666666,48.0,212.7875,470.3645882603453
12731,0.1529330352721699,LOW,13,18204.05,53,503,41.5,41.5,1400.3115384615385,2784.0006207463443
12733,0.5537036421000967,MEDIUM,4,2424.87,143,455,151.33333333333334,155.0,606.2175,1342.6593506192614
12734,0.6520930404447233,MEDIUM,3,639.65,261,39,19.5,19.5,213.21666666666667,417.1113133204672
12735,0.7466389965488143,HIGH,2,779.57,224,21,21.0,21.0,389.785,582.0573625395592
12737,0.8452807501121277,HIGH,2,3710.5,407,0,0.0,0.0,1855.25,3136.41422329105
12739,0.4418092864923897,MEDIUM,3,2689.23,8,295,147.0,147.0,896.41,1188.1267875139292
12741,0.8427892933732652,HIGH,2,406.07,438,3,3.0,3.0,203.035,342.2314483600818
12743,0.5614765862191198,MEDIUM,2,540.13,43,0,0.0,0.0,270.065,303.27034851453317
12744,0.2107355323598971,LOW,9,18249.74,53,446,55.5,34.0,2027.748888888889,3845.8686743297085
12745,0.8344016333442923,HIGH,3,925.41,395,195,97.5,97.5,308.46999999999997,772.1636155131415
12747,0.0536473099771832,LOW,23,7471.87,18,622,28.0,29.5,324.86391304347825,400.8457259992158
12748,0.055256950019134,LOW,259,34359.66,0,643,2.108527131782946,1.0,132.66277992277995,1898.610015294438
12749,0.1761225641826174,LOW,7,5561.71,39,390,64.66666666666667,53.5,794.53,979.5426264401051
12753,0.2087728925829446,LOW,5,16620.910000000003,44,226,56.0,45.5,3324.1820000000007,3469.9954580607905
12754,0.6248995328727939,MEDIUM,3,3010.74,144,72,36.0,36.0,1003.5799999999999,1881.4100196014354
12755,0.47999262362308,MEDIUM,11,5236.259999999999,189,413,40.9,19.5,476.0236363636363,2513.3661753725883
12757,0.3535645968971457,LOW,7,5281.08,51,68,11.0,5.0,754.4399999999999,1867.202921381578
12758,0.4354501904315769,MEDIUM,7,9903.24,25,621,103.16666666666669,100.5,1414.7485714285715,4312.367743889609
12759,0.2667861116546408,LOW,7,4571.82,80,563,93.5,93.0,653.1171428571428,1219.6980809849197
12761,0.7430131674888343,HIGH,2,782.9499999999999,366,7,7.0,7.0,391.47499999999997,581.7421594853828
12763,0.5442598581607427,MEDIUM,2,494.08,47,230,230.0,230.0,247.04,268.90791072005976
12765,0.7841642993542897,HIGH,6,1404.58,381,169,33.4,31.0,234.09666666666666,1101.4214915870482
12766,0.2046612040204893,LOW,7,6881.55,58,258,42.833333333333336,37.0,983.0785714285714,1408.386308527198
12770,0.5073960664565226,MEDIUM,2,3246.45,119,245,245.0,245.0,1623.225,1647.2359599477777
12775,0.2969477341516432,LOW,6,1464.76,98,219,43.4,48.0,244.12666666666667,434.9571630759609
12778,0.3331755691398796,LOW,7,1445.5100000000002,92,419,69.5,65.0,206.5014285714286,481.6086169473875
12779,0.1366865348332511,LOW,13,5492.16,98,547,45.083333333333336,41.0,422.4738461538461,750.7043191497884
12782,0.1727381322604837,LOW,10,4365.990000000001,58,369,40.44444444444444,29.0,436.59900000000005,754.1729580679494
12785,0.6715868483684869,MEDIUM,3,1100.4,273,366,183.0,183.0,366.8,739.0141679446831
12787,0.455202368576667,MEDIUM,3,743.18,0,321,160.5,160.5,247.72666666666666,338.2972962788074
12788,0.8490182804594444,HIGH,4,444.9,372,65,21.33333333333333,16.0,111.225,377.7282329764068
12789,0.8753602373210003,HIGH,2,181.5,421,181,181.0,181.0,90.75,158.87788307376155
12790,0.5838827585603573,MEDIUM,2,591.85,101,218,218.0,218.0,295.925,345.5710106539475
12791,0.6357794133801177,MEDIUM,6,863.5100000000001,282,250,49.8,19.0,143.91833333333335,549.0018812478655
12792,0.662739031926944,MEDIUM,2,827.0099999999998,165,278,278.0,278.0,413.5049999999999,548.0918067939018
12793,0.6290123260175051,MEDIUM,3,885.5299999999999,243,66,33.0,33.0,295.1766666666666,557.0092850582812
12797,0.6612618242560209,MEDIUM,2,552.08,274,58,58.0,58.0,276.04,365.069427935264
