Customer ID,Frequency,Monetary,First Purchase Date,Last Purchase Date,Customer Lifespan,Recency,Average Purchase Interval,Median Purchase Interval,returned_in_validation,observed_churn
12374.0,3,2246.29,2010-04-30 14:01:00,2010-10-14 13:31:00,166,330,83.0,83.0,1,0
12376.0,2,503.15000000000003,2010-10-18 08:42:00,2010-11-15 12:15:00,28,298,28.0,28.0,0,1
12377.0,4,3426.3199999999997,2010-04-29 15:34:00,2011-01-28 15:45:00,274,224,91.0,39.0,0,1
12378.0,2,5416.32,2010-05-26 14:07:00,2011-08-02 10:34:00,432,38,432.0,432.0,0,1
12379.0,3,1227.8200000000002,2010-06-23 12:49:00,2011-06-22 16:32:00,364,79,182.0,182.0,1,0
12380.0,8,7559.040000000001,2010-02-15 12:05:00,2011-06-07 09:49:00,476,94,67.85714285714286,16.0,1,0
12383.0,5,1850.5600000000002,2010-12-22 14:28:00,2011-06-08 08:02:00,167,93,41.25,42.5,0,1
12386.0,2,401.9,2010-12-08 09:53:00,2011-01-06 12:37:00,29,246,29.0,29.0,0,1
12388.0,6,2788.79,2010-05-06 12:54:00,2011-07-14 13:28:00,434,57,86.2,118.0,1,0
12389.0,3,1433.33,2010-02-22 10:15:00,2010-11-02 11:52:00,253,311,126.0,126.0,0,1
12391.0,5,2285.1800000000003,2010-02-15 10:12:00,2010-09-01 12:38:00,198,373,49.5,32.5,1,0
12393.0,5,1877.95,2010-10-07 13:49:00,2011-04-08 09:45:00,182,154,45.25,47.5,1,0
12395.0,11,3602.11,2010-04-16 10:16:00,2011-08-19 15:18:00,490,21,48.6,46.0,1,0
12399.0,7,1962.3000000000004,2010-03-05 08:45:00,2011-08-12 13:15:00,525,28,87.33333333333333,94.0,0,1
12402.0,6,1256.9000000000003,2010-02-07 12:41:00,2011-01-20 13:49:00,347,232,69.0,69.0,0,1
12406.0,4,4596.3099999999995,2010-01-11 14:04:00,2011-06-09 10:23:00,513,92,170.66666666666666,196.0,1,0
12407.0,4,1407.36,2011-03-20 13:21:00,2011-07-28 16:28:00,130,43,42.666666666666664,28.0,1,0
12408.0,7,3586.2700000000004,2010-07-29 13:27:00,2011-09-02 10:27:00,399,7,66.16666666666667,70.5,1,0
12409.0,5,18553.7,2010-05-23 15:21:00,2011-06-10 12:19:00,382,91,95.25,64.0,1,0
12410.0,3,1013.71,2010-07-25 13:26:00,2011-02-04 10:39:00,193,217,96.5,96.5,0,1
12412.0,5,2260.790000000001,2010-06-18 13:22:00,2011-07-25 11:17:00,401,46,100.0,68.5,1,0
12413.0,3,805.25,2010-11-02 13:26:00,2011-04-17 15:33:00,166,145,82.5,82.5,1,0
12414.0,6,952.4100000000001,2010-09-02 12:22:00,2011-05-06 14:51:00,246,126,49.0,10.0,0,1
12415.0,22,121631.72,2010-06-30 08:30:00,2011-09-01 13:51:00,428,8,19.952380952380953,16.0,1,0
12417.0,18,5964.83,2009-12-06 10:30:00,2011-08-25 10:26:00,626,15,36.411764705882355,37.0,1,0
12418.0,4,2021.2,2010-03-19 14:47:00,2011-08-19 11:08:00,517,21,172.0,162.0,0,1
12419.0,2,503.01,2010-10-22 10:40:00,2010-11-19 10:04:00,27,294,27.0,27.0,0,1
12421.0,5,920.12,2010-07-22 13:57:00,2011-08-17 10:56:00,390,23,97.25,93.0,1,0
12422.0,17,5231.800000000001,2009-12-18 12:44:00,2011-09-05 09:48:00,625,4,38.5,25.5,0,1
12423.0,9,2413.75,2010-08-31 09:31:00,2011-08-31 08:55:00,364,9,45.0,39.0,0,1
12424.0,4,3340.0299999999997,2010-06-09 15:15:00,2011-06-30 12:06:00,385,71,128.33333333333334,125.0,0,1
12426.0,2,1345.21,2010-02-15 08:41:00,2011-05-29 12:26:00,468,103,468.0,468.0,0,1
12428.0,8,7548.120000000001,2011-03-01 09:33:00,2011-08-11 12:58:00,163,29,23.0,11.0,1,0
12429.0,7,5298.889999999999,2010-06-11 13:28:00,2011-06-20 12:14:00,373,81,62.0,65.0,1,0
12431.0,23,8819.34,2010-01-15 09:04:00,2011-08-12 14:19:00,574,28,25.727272727272727,16.5,1,0
12432.0,3,4016.6600000000003,2011-06-20 13:27:00,2011-06-22 13:12:00,1,79,0.5,0.5,1,0
12433.0,6,9813.5,2010-08-20 09:23:00,2011-09-09 13:44:00,385,0,76.6,27.0,1,0
12434.0,2,583.54,2010-11-23 13:38:00,2011-03-24 13:05:00,120,169,120.0,120.0,1,0
12435.0,5,10075.030000000002,2009-12-02 13:58:00,2011-03-17 07:40:00,469,176,117.0,114.0,1,0
12437.0,32,10543.400000000001,2009-12-02 16:24:00,2011-09-02 13:15:00,638,7,20.096774193548388,20.0,1,0
12439.0,2,1142.88,2009-12-14 08:40:00,2010-01-26 12:11:00,43,591,43.0,43.0,0,1
12440.0,2,859.1999999999999,2009-12-22 12:03:00,2010-09-03 13:11:00,255,371,255.0,255.0,0,1
12444.0,2,2627.2699999999995,2011-06-21 14:00:00,2011-08-10 08:41:00,49,30,49.0,49.0,1,0
12449.0,5,3493.18,2010-09-27 09:37:00,2011-09-09 09:13:00,346,0,86.25,47.0,1,0
12450.0,5,688.2,2010-08-22 13:11:00,2011-07-06 14:41:00,318,65,79.0,37.0,0,1
12451.0,5,8942.18,2010-06-28 12:58:00,2011-05-05 17:34:00,311,127,77.5,86.0,1,0
12454.0,4,13151.439999999999,2010-10-14 17:33:00,2010-11-09 10:09:00,25,304,7.666666666666667,3.0,1,0
12455.0,9,5589.45,2009-12-18 12:33:00,2011-08-04 11:07:00,593,36,73.625,71.5,1,0
12456.0,2,2265.4,2011-03-30 09:12:00,2011-07-31 15:25:00,123,40,123.0,123.0,1,0
12457.0,4,1699.9299999999996,2010-09-30 17:59:00,2011-04-20 10:10:00,201,142,66.66666666666667,4.0,1,0
12458.0,3,1272.01,2010-08-09 10:33:00,2011-02-28 10:55:00,203,193,101.0,101.0,1,0
12461.0,2,826.88,2011-07-08 10:23:00,2011-09-06 16:57:00,60,3,60.0,60.0,0,1
12463.0,3,985.7900000000001,2011-04-12 12:47:00,2011-06-17 14:28:00,66,84,32.5,32.5,1,0
12464.0,6,780.55,2011-02-03 13:30:00,2011-08-25 13:33:00,203,15,40.2,43.0,1,0
12468.0,5,3670.74,2010-01-26 10:09:00,2011-06-05 11:36:00,495,96,123.25,105.5,0,1
12469.0,2,3070.54,2010-06-21 10:30:00,2010-07-05 12:40:00,14,431,14.0,14.0,0,1
12471.0,68,31210.54,2009-12-07 10:41:00,2011-08-24 16:13:00,625,16,9.08955223880597,3.0,1,0
12472.0,17,14604.78,2009-12-14 10:49:00,2011-07-24 11:55:00,587,47,35.9375,37.5,1,0
12473.0,2,1175.75,2011-06-01 10:15:00,2011-08-17 12:04:00,77,23,77.0,77.0,1,0
12474.0,26,9410.72,2010-02-11 09:41:00,2011-09-02 10:53:00,568,7,22.2,15.0,1,0
12476.0,18,10459.16,2010-07-26 09:04:00,2011-07-21 17:39:00,360,50,20.88235294117647,13.0,1,0
12477.0,6,15890.66,2010-03-26 14:01:00,2011-08-31 09:11:00,522,9,104.2,98.0,1,0
12480.0,6,4328.17,2010-07-20 13:21:00,2011-07-19 14:04:00,364,52,72.4,68.0,1,0
12481.0,13,10690.95,2010-04-11 13:10:00,2011-06-13 10:52:00,427,88,35.25,21.0,1,0
12482.0,29,23691.4,2010-02-24 10:24:00,2010-05-12 16:51:00,77,485,2.642857142857143,0.0,0,1
12483.0,17,4236.259999999999,2010-01-31 13:28:00,2011-09-02 11:42:00,578,7,35.6875,26.0,1,0
12484.0,10,5485.43,2010-01-27 16:41:00,2011-08-31 09:44:00,580,9,64.11111111111111,30.0,1,0
12490.0,17,7958.299999999999,2009-12-01 12:52:00,2011-09-07 13:22:00,645,2,39.9375,40.0,1,0
12492.0,2,578.39,2010-11-01 14:58:00,2011-08-26 14:51:00,297,14,297.0,297.0,1,0
12493.0,2,433.74,2011-05-26 14:53:00,2011-06-27 10:17:00,31,74,31.0,31.0,0,1
12494.0,7,1438.03,2010-05-12 13:52:00,2011-07-01 12:17:00,414,70,68.33333333333333,53.5,1,0
12496.0,2,45.339999999999996,2010-03-29 13:57:00,2010-03-29 14:06:00,0,529,0.0,0.0,0,1
12497.0,2,5205.400000000001,2010-03-05 09:39:00,2010-11-04 12:31:00,244,309,244.0,244.0,1,0
12500.0,14,3471.23,2010-02-04 15:05:00,2011-08-25 12:50:00,566,15,43.23076923076923,25.0,1,0
12502.0,5,3723.87,2011-02-03 10:41:00,2011-09-05 11:52:00,214,4,53.25,45.5,0,1
12504.0,2,297.00000000000006,2010-04-22 10:24:00,2010-10-18 15:09:00,179,326,179.0,179.0,1,0
12507.0,4,1844.06,2010-05-04 09:23:00,2011-07-28 17:09:00,450,43,150.0,143.0,0,1
12510.0,9,5178.02,2009-12-04 13:47:00,2011-07-20 10:15:00,592,51,73.5,43.5,0,1
12514.0,2,1597.7600000000002,2010-03-08 12:18:00,2011-03-17 16:38:00,374,176,374.0,374.0,0,1
12516.0,3,1919.76,2010-04-19 14:14:00,2011-06-12 11:37:00,418,89,209.0,209.0,1,0
12517.0,2,1521.45,2011-06-02 15:13:00,2011-08-05 15:02:00,63,35,63.0,63.0,1,0
12520.0,4,2045.8500000000004,2011-03-11 11:35:00,2011-07-20 14:38:00,131,51,43.333333333333336,55.0,1,0
12523.0,19,3580.33,2009-12-07 13:46:00,2011-08-24 10:13:00,624,16,34.111111111111114,28.0,1,0
12524.0,15,9762.869999999999,2010-02-08 14:41:00,2011-06-30 15:30:00,507,71,35.857142857142854,29.5,1,0
12525.0,3,973.7300000000001,2010-03-02 14:01:00,2010-07-29 16:08:00,149,407,74.0,74.0,0,1
12527.0,4,671.72,2010-06-28 15:37:00,2011-02-18 09:41:00,234,203,77.33333333333333,34.0,1,0
12528.0,4,1287.3700000000001,2011-01-31 09:05:00,2011-08-17 12:30:00,198,23,66.0,36.0,1,0
12530.0,8,3318.63,2010-03-07 14:37:00,2011-08-08 10:59:00,518,32,73.57142857142857,78.0,1,0
12533.0,2,1367.89,2009-12-01 11:50:00,2010-03-22 10:56:00,110,536,110.0,110.0,0,1
12535.0,2,716.35,2011-06-06 12:47:00,2011-09-09 08:48:00,94,0,94.0,94.0,0,1
12539.0,6,10164.09,2009-12-23 13:00:00,2011-03-22 16:00:00,454,171,90.4,54.0,1,0
12540.0,27,18101.11,2009-12-07 16:56:00,2011-09-08 13:38:00,639,1,24.076923076923077,21.5,1,0
12541.0,2,536.14,2011-03-04 09:32:00,2011-06-19 15:59:00,107,82,107.0,107.0,1,0
12542.0,2,481.88,2010-03-09 16:26:00,2010-08-12 19:12:00,156,393,156.0,156.0,0,1
12547.0,3,383.5799999999999,2010-07-27 13:55:00,2011-05-26 12:38:00,302,106,150.5,150.5,0,1
12549.0,6,1575.6799999999998,2010-01-11 12:29:00,2010-05-13 12:05:00,121,484,24.0,1.0,0,1
12553.0,9,3336.06,2010-10-12 13:35:00,2011-08-21 14:42:00,313,19,38.625,40.5,1,0
12557.0,7,15106.14,2009-12-17 10:39:00,2011-07-04 13:19:00,564,67,93.5,86.5,1,0
12559.0,2,561.7099999999999,2011-01-24 10:12:00,2011-02-02 09:49:00,8,219,8.0,8.0,0,1
12560.0,2,1436.3100000000002,2011-07-19 15:55:00,2011-08-19 15:22:00,30,21,30.0,30.0,1,0
12562.0,5,2790.41,2010-09-30 13:13:00,2011-08-05 08:40:00,308,35,76.75,49.0,1,0
12567.0,14,10216.18,2010-02-11 10:30:00,2011-09-04 14:22:00,570,5,43.38461538461539,40.0,1,0
12569.0,15,2167.6800000000003,2011-04-01 13:47:00,2011-09-08 15:22:00,160,1,10.928571428571429,9.0,1,0
12573.0,5,717.4100000000002,2010-08-31 17:25:00,2011-04-26 15:52:00,237,136,58.75,40.0,0,1
12575.0,2,622.8199999999999,2010-07-01 09:15:00,2010-09-08 13:09:00,69,366,69.0,69.0,0,1
12576.0,7,1763.4400000000003,2010-07-01 13:46:00,2011-09-05 10:06:00,430,4,71.16666666666667,67.5,1,0
12577.0,6,1186.39,2009-12-03 19:31:00,2010-12-15 16:21:00,376,268,75.2,22.0,1,0
12578.0,3,3456.6000000000004,2010-09-22 11:19:00,2011-01-13 15:34:00,113,239,56.0,56.0,1,0
12580.0,2,1052.9,2010-05-12 11:45:00,2011-04-07 10:24:00,329,155,329.0,329.0,0,1
12582.0,4,1980.4,2010-05-11 09:55:00,2011-04-15 08:45:00,338,147,112.66666666666667,134.0,0,1
12583.0,21,10542.41,2009-12-06 11:57:00,2011-08-25 12:26:00,627,15,30.9,31.0,1,0
12584.0,4,782.5899999999999,2011-03-04 15:15:00,2011-08-04 17:07:00,153,36,50.333333333333336,48.0,1,0
12585.0,2,2040.0999999999997,2010-12-23 12:58:00,2011-04-19 13:39:00,117,143,117.0,117.0,0,1
12586.0,3,1865.73,2009-12-16 13:15:00,2010-11-30 10:47:00,348,283,174.0,174.0,1,0
12588.0,3,743.8800000000001,2010-04-21 12:22:00,2010-11-05 12:53:00,198,308,99.0,99.0,1,0
12589.0,7,4180.48,2010-01-19 12:26:00,2011-07-18 12:05:00,544,53,90.66666666666667,21.0,1,0
12590.0,2,9864.26,2011-05-12 14:46:00,2011-05-12 14:52:00,0,120,0.0,0.0,0,1
12591.0,3,1338.95,2010-10-27 10:42:00,2011-01-26 14:35:00,91,226,45.5,45.5,0,1
12592.0,5,2582.66,2010-07-08 14:06:00,2011-09-08 15:04:00,427,1,106.5,60.5,0,1
12593.0,3,418.0999999999999,2011-05-05 09:29:00,2011-08-23 12:43:00,110,17,55.0,55.0,0,1
12594.0,13,4281.79,2010-03-03 13:51:00,2011-08-10 14:26:00,525,30,43.333333333333336,39.5,1,0
12597.0,2,1428.81,2011-03-16 14:00:00,2011-06-09 16:04:00,85,92,85.0,85.0,1,0
12598.0,7,3095.3900000000003,2010-03-01 09:58:00,2011-07-01 11:43:00,487,70,80.66666666666667,61.0,1,0
12599.0,12,2121.18,2010-05-11 10:42:00,2011-08-05 12:38:00,451,35,40.36363636363637,28.0,1,0
12600.0,19,4304.9400000000005,2009-12-07 13:37:00,2011-08-19 11:23:00,619,21,33.94444444444444,31.0,1,0
12601.0,6,681.26,2010-10-31 10:57:00,2011-06-03 10:17:00,214,98,42.4,49.0,0,1
12605.0,4,1232.95,2010-09-07 14:21:00,2010-11-28 14:18:00,81,285,27.0,35.0,0,1
12609.0,8,3109.74,2009-12-20 13:30:00,2011-06-06 15:31:00,533,95,75.85714285714286,62.0,1,0
12610.0,2,1256.25,2011-08-05 13:52:00,2011-08-25 12:57:00,19,15,19.0,19.0,1,0
12613.0,9,4935.51,2009-12-14 13:10:00,2011-05-26 09:18:00,527,106,65.625,65.5,1,0
12615.0,5,4084.5299999999997,2010-03-18 14:09:00,2011-06-24 13:35:00,462,77,115.5,108.5,1,0
12616.0,3,1131.1,2010-11-16 11:38:00,2011-09-05 15:17:00,293,4,146.5,146.5,0,1
12619.0,6,2227.6,2010-05-28 12:52:00,2011-08-15 13:22:00,444,25,88.6,32.0,1,0
12621.0,30,20816.57,2010-02-09 12:01:00,2011-08-31 15:30:00,568,9,19.06896551724138,17.0,1,0
12623.0,7,3747.84,2010-01-12 11:45:00,2011-03-08 13:50:00,420,185,69.66666666666667,51.5,0,1
12624.0,2,641.13,2011-06-15 12:34:00,2011-08-25 15:04:00,71,15,71.0,71.0,0,1
12625.0,4,5164.879999999999,2010-04-22 11:33:00,2011-05-12 09:54:00,384,120,127.66666666666667,107.0,0,1
12626.0,6,4774.0,2011-01-17 11:01:00,2011-08-19 11:46:00,214,21,42.2,14.0,1,0
12627.0,5,2727.83,2011-07-22 13:59:00,2011-09-04 14:09:00,44,5,10.5,11.0,1,0
12629.0,2,1558.2199999999998,2010-10-12 16:40:00,2010-11-19 09:18:00,37,294,37.0,37.0,0,1
12631.0,5,2841.07,2010-01-15 14:50:00,2010-09-09 14:50:00,237,365,59.0,70.5,1,0
12632.0,2,804.88,2010-05-24 09:07:00,2010-07-07 09:39:00,44,429,44.0,44.0,0,1
12633.0,6,5462.93,2010-07-02 11:44:00,2011-08-02 09:35:00,395,38,78.6,91.0,1,0
12634.0,2,490.0,2010-06-09 15:41:00,2010-06-22 10:05:00,12,444,12.0,12.0,0,1
12635.0,3,1924.8700000000001,2010-09-09 10:50:00,2011-07-08 08:43:00,301,63,150.5,150.5,1,0
12637.0,11,7939.8099999999995,2010-06-14 13:36:00,2011-09-09 11:48:00,451,0,44.7,48.5,1,0
12639.0,3,1312.37,2010-03-22 09:05:00,2011-04-15 12:48:00,389,147,194.5,194.5,0,1
12643.0,12,8304.82,2010-04-07 14:16:00,2011-08-03 12:56:00,482,37,43.36363636363637,37.0,0,1
12644.0,4,1918.49,2010-01-14 13:02:00,2011-08-02 10:33:00,564,38,188.0,239.0,0,1
12645.0,7,3074.98,2010-02-09 10:49:00,2011-08-22 12:40:00,559,18,92.5,94.0,1,0
12647.0,33,16119.44,2010-01-13 15:06:00,2011-08-05 13:49:00,568,35,17.25,14.5,1,0
12648.0,4,1112.0,2010-01-07 18:38:00,2011-07-08 11:55:00,546,63,182.0,203.0,0,1
12649.0,8,2294.65,2010-01-12 17:24:00,2011-08-24 14:41:00,588,16,83.71428571428571,105.0,0,1
12651.0,4,377.75,2010-08-31 15:21:00,2011-01-09 12:46:00,130,243,43.333333333333336,44.0,0,1
12652.0,2,1017.03,2010-10-01 15:16:00,2011-01-12 15:00:00,102,240,102.0,102.0,0,1
12653.0,3,4160.83,2010-07-01 09:56:00,2011-07-14 10:41:00,378,57,188.5,188.5,0,1
12654.0,3,337.75,2011-02-17 13:16:00,2011-05-26 10:43:00,97,106,48.5,48.5,1,0
12656.0,6,5177.33,2010-05-26 09:00:00,2011-08-15 12:53:00,446,25,88.8,73.0,1,0
12662.0,16,5530.42,2010-04-01 09:50:00,2011-08-24 13:42:00,510,16,33.46666666666667,35.0,1,0
12663.0,2,239.4,2010-02-09 14:28:00,2010-03-25 09:40:00,43,533,43.0,43.0,0,1
12664.0,5,3145.64,2009-12-13 10:28:00,2011-07-19 12:43:00,583,52,145.25,140.5,1,0
12665.0,3,313.6,2010-02-08 15:11:00,2011-01-19 08:34:00,344,233,171.5,171.5,0,1
12668.0,9,10500.35,2010-01-31 15:45:00,2011-03-25 14:53:00,417,168,51.75,46.5,1,0
12669.0,3,2744.03,2011-03-28 10:15:00,2011-07-12 09:54:00,105,59,52.5,52.5,0,1
12670.0,5,2398.71,2010-02-11 10:13:00,2011-09-02 09:51:00,567,7,141.5,127.0,1,0
12672.0,2,437.04999999999995,2010-04-23 09:57:00,2011-01-14 09:20:00,265,238,265.0,265.0,0,1
12673.0,2,840.4000000000002,2010-11-03 10:46:00,2011-01-17 11:46:00,75,235,75.0,75.0,1,0
12674.0,3,1402.0,2011-05-16 09:10:00,2011-09-09 10:51:00,116,0,58.0,58.0,1,0
12675.0,2,957.25,2010-05-10 16:44:00,2010-06-04 09:49:00,24,462,24.0,24.0,0,1
12676.0,9,2509.7499999999995,2010-08-13 13:29:00,2011-08-08 10:01:00,359,32,44.625,54.0,1,0
12677.0,2,395.1,2010-02-11 13:55:00,2010-06-02 14:30:00,111,464,111.0,111.0,0,1
12678.0,18,24934.98,2010-01-07 16:46:00,2011-08-31 11:22:00,600,9,34.8235294117647,31.0,1,0
12679.0,2,906.38,2011-03-01 12:26:00,2011-05-18 12:18:00,77,114,77.0,77.0,1,0
12681.0,38,25913.8,2009-12-13 13:31:00,2011-07-11 11:39:00,574,60,15.08108108108108,13.0,1,0
12682.0,41,18890.32,2009-12-01 09:28:00,2011-08-31 12:18:00,638,9,15.425,13.5,1,0
12683.0,18,9779.32,2009-12-13 15:01:00,2011-09-08 10:35:00,633,1,36.8235294117647,26.0,1,0
12684.0,4,1379.48,2011-05-10 12:55:00,2011-06-22 11:20:00,42,79,14.0,10.0,1,0
12685.0,2,1606.42,2011-09-07 10:28:00,2011-09-08 10:32:00,1,1,1.0,1.0,1,0
12687.0,2,2138.9099999999994,2010-08-16 12:10:00,2010-08-16 12:12:00,0,389,0.0,0.0,0,1
12691.0,5,690.9000000000001,2010-10-15 12:00:00,2011-07-17 14:56:00,275,54,68.5,50.5,1,0
12693.0,7,1703.0200000000002,2010-07-05 13:56:00,2011-08-04 17:51:00,395,36,65.33333333333333,62.5,0,1
12694.0,2,1413.1799999999998,2010-10-14 19:39:00,2011-06-09 17:48:00,237,92,237.0,237.0,1,0
12695.0,5,1158.9199999999998,2010-02-12 13:22:00,2011-08-24 12:58:00,557,16,139.0,88.5,1,0
12696.0,2,851.91,2010-07-19 10:02:00,2010-10-01 10:43:00,74,343,74.0,74.0,0,1
12697.0,2,733.9099999999999,2011-06-23 15:44:00,2011-07-31 14:17:00,37,40,37.0,37.0,1,0
12700.0,2,2149.0499999999997,2011-05-08 16:10:00,2011-07-06 13:14:00,58,65,58.0,58.0,1,0
12701.0,5,1985.7800000000002,2010-03-16 13:23:00,2011-04-11 13:02:00,390,151,97.0,50.0,1,0
12703.0,3,722.9799999999999,2010-01-24 12:05:00,2010-03-16 13:22:00,51,542,25.0,25.0,1,0
12704.0,3,1100.92,2011-06-23 10:20:00,2011-08-26 08:59:00,63,14,31.0,31.0,1,0
12705.0,9,9056.33,2010-06-24 09:51:00,2011-07-04 14:36:00,375,67,46.625,35.5,1,0
12708.0,15,4436.5199999999995,2009-12-18 10:25:00,2011-08-30 08:15:00,619,10,43.785714285714285,37.0,1,0
12709.0,30,27786.03,2009-12-09 13:49:00,2011-09-04 14:06:00,634,5,21.379310344827587,21.0,1,0
12710.0,3,1149.0200000000002,2011-05-22 14:05:00,2011-09-04 12:00:00,104,5,51.5,51.5,0,1
12711.0,2,1339.0499999999997,2010-02-01 11:30:00,2010-04-07 11:59:00,65,520,65.0,65.0,0,1
12712.0,19,6239.98,2009-12-09 10:46:00,2011-08-25 09:18:00,623,15,34.166666666666664,31.0,1,0
12714.0,11,12774.550000000001,2009-12-04 10:00:00,2011-08-25 09:55:00,628,15,62.3,66.5,1,0
12717.0,3,1308.91,2010-04-28 14:34:00,2011-07-11 14:47:00,439,60,219.0,219.0,0,1
12720.0,22,5695.389999999999,2010-07-21 09:46:00,2011-09-06 13:47:00,412,3,19.238095238095237,19.0,1,0
12721.0,6,3055.8599999999997,2010-08-25 11:07:00,2011-06-09 17:53:00,288,92,57.2,57.0,1,0
12722.0,3,929.6500000000001,2011-07-12 11:55:00,2011-08-17 08:50:00,35,23,17.0,17.0,1,0
12724.0,5,1566.4700000000003,2010-06-22 14:00:00,2011-06-19 13:37:00,361,82,90.0,86.5,1,0
12725.0,4,2266.7599999999998,2010-05-04 13:59:00,2010-12-03 15:45:00,213,280,70.66666666666667,43.0,0,1
12726.0,9,2872.82,2010-03-25 16:25:00,2011-06-08 10:10:00,439,93,54.375,46.5,1,0
12727.0,9,5036.53,2010-02-23 09:54:00,2011-09-05 13:38:00,559,4,69.5,92.5,1,0
12728.0,4,851.15,2010-11-21 11:34:00,2011-03-27 13:07:00,126,166,41.666666666666664,48.0,1,0
12731.0,13,18204.05,2010-03-02 09:23:00,2011-07-18 14:10:00,503,53,41.5,41.5,1,0
12733.0,4,2424.87,2010-01-19 13:23:00,2011-04-19 16:19:00,455,143,151.33333333333334,155.0,0,1
12734.0,3,639.65,2010-11-12 13:26:00,2010-12-22 12:47:00,39,261,19.5,19.5,0,1
12735.0,2,779.57,2011-01-06 14:26:00,2011-01-28 13:37:00,21,224,21.0,21.0,0,1
12737.0,2,3710.5,2010-07-29 12:27:00,2010-07-29 12:29:00,0,407,0.0,0.0,0,1
12739.0,3,2689.2299999999996,2010-11-10 14:27:00,2011-09-01 17:45:00,295,8,147.0,147.0,1,0
12741.0,2,406.07,2010-06-24 16:24:00,2010-06-28 14:36:00,3,438,3.0,3.0,0,1
12743.0,2,540.13,2011-07-28 16:06:00,2011-07-28 16:21:00,0,43,0.0,0.0,0,1
12744.0,9,18249.74,2010-04-27 16:19:00,2011-07-18 11:55:00,446,53,55.5,34.0,1,0
12745.0,3,925.4100000000001,2010-01-26 16:22:00,2010-08-10 10:14:00,195,395,97.5,97.5,0,1
12747.0,23,7471.87,2009-12-07 13:23:00,2011-08-22 10:38:00,622,18,28.0,29.5,1,0
12748.0,259,34359.66,2009-12-04 17:31:00,2011-09-09 13:20:00,643,0,2.108527131782946,1.0,1,0
12749.0,7,5561.71,2010-07-06 15:05:00,2011-08-01 12:50:00,390,39,64.66666666666667,53.5,1,0
12753.0,5,16620.910000000003,2010-12-12 11:44:00,2011-07-27 09:32:00,226,44,56.0,45.5,1,0
12754.0,3,3010.7400000000002,2011-02-04 10:31:00,2011-04-18 09:00:00,72,144,36.0,36.0,0,1
12755.0,11,5236.259999999999,2010-01-15 11:57:00,2011-03-04 12:42:00,413,189,40.9,19.5,0,1
12757.0,7,5281.08,2011-05-12 19:01:00,2011-07-20 12:05:00,68,51,11.0,5.0,1,0
12758.0,7,9903.24,2009-12-01 14:40:00,2011-08-15 10:22:00,621,25,103.16666666666667,100.5,0,1
12759.0,7,4571.82,2009-12-04 10:47:00,2011-06-21 09:26:00,563,80,93.5,93.0,1,0
12761.0,2,782.9499999999999,2010-09-01 10:47:00,2010-09-08 12:17:00,7,366,7.0,7.0,0,1
