Customer ID,churn_probability,risk_segment,Frequency,Monetary,Recency,Customer Lifespan,Average Purchase Interval,Median Purchase Interval
12656.0,0.2667820725372679,LOW,6,5177.33,25,446,88.8,73.0
12662.0,0.07629367984676255,LOW,16,5530.42,16,510,33.46666666666667,35.0
12663.0,0.8890470253801304,HIGH,2,239.4,533,43,43.0,43.0
12664.0,0.45665823842752024,MEDIUM,5,3145.64,52,583,145.25,140.5
12665.0,0.7175501760126699,HIGH,3,313.6,233,344,171.5,171.5
12668.0,0.33783137387686024,LOW,9,10500.35,168,417,51.75,46.5
12669.0,0.512505570940644,MEDIUM,3,2744.03,59,105,52.5,52.5
12670.0,0.5286092403769413,MEDIUM,5,2398.71,7,567,141.5,127.0
12672.0,0.7462556632312428,HIGH,2,437.05,238,265,265.0,265.0
12673.0,0.6314290386169477,MEDIUM,2,840.4000000000002,235,75,75.0,75.0
12674.0,0.23567883142614512,LOW,3,1402.0,0,116,58.0,58.0
12675.0,0.8399440753816364,HIGH,2,957.25,462,24,24.0,24.0
12676.0,0.1379224398979123,LOW,9,2509.7499999999995,32,359,44.625,54.0
12677.0,0.8994197743543005,HIGH,2,395.1,464,111,111.0,111.0
12678.0,0.05756641948107896,LOW,18,24934.98,9,600,34.8235294117647,31.0
12679.0,0.3746875587933426,LOW,2,906.38,114,77,77.0,77.0
12681.0,0.13522192833712524,LOW,38,25913.8,60,574,15.08108108108108,13.0
12682.0,0.05185517354813928,LOW,41,18890.32,9,638,15.425,13.5
12683.0,0.0797606863165145,LOW,18,9779.32,1,633,36.8235294117647,26.0
12684.0,0.3644328983105599,LOW,4,1379.48,79,42,14.0,10.0
12685.0,0.2849334471164763,LOW,2,1606.42,1,1,1.0,1.0
12687.0,0.7731668340694171,HIGH,2,2138.9099999999994,389,0,0.0,0.0
12691.0,0.3633335161965844,LOW,5,690.9000000000001,54,275,68.5,50.5
12693.0,0.28121449680704963,LOW,7,1703.0200000000002,36,395,65.33333333333333,62.5
12694.0,0.4983250626400821,MEDIUM,2,1413.1799999999998,92,237,237.0,237.0
12695.0,0.5270157373927135,MEDIUM,5,1158.9199999999998,16,557,139.0,88.5
12696.0,0.7815177059216845,HIGH,2,851.91,343,74,74.0,74.0
12697.0,0.3296971151073959,LOW,2,733.9099999999999,40,37,37.0,37.0
12700.0,0.2865667111135003,LOW,2,2149.05,65,58,58.0,58.0
12701.0,0.42444872748817175,MEDIUM,5,1985.78,151,390,97.0,50.0
12703.0,0.6999336159694861,MEDIUM,3,722.9799999999999,542,51,25.0,25.0
12704.0,0.2126402223117644,LOW,3,1100.92,14,63,31.0,31.0
12705.0,0.16604055180262772,LOW,9,9056.33,67,375,46.625,35.5
12708.0,0.11374764662848168,LOW,15,4436.52,10,619,43.785714285714285,37.0
12709.0,0.05185517354813928,LOW,30,27786.03,5,634,21.379310344827587,21.0
12710.0,0.3331663558220856,LOW,3,1149.0200000000002,5,104,51.5,51.5
12711.0,0.8812932111997709,HIGH,2,1339.0499999999995,520,65,65.0,65.0
12712.0,0.05332440529845678,LOW,19,6239.98,15,623,34.166666666666664,31.0
12714.0,0.19478210761885903,LOW,11,12774.55,15,628,62.3,66.5
12717.0,0.6989809263286102,MEDIUM,3,1308.91,60,439,219.0,219.0
12720.0,0.07597679979024577,LOW,22,5695.389999999999,3,412,19.23809523809524,19.0
12721.0,0.2110862597093717,LOW,6,3055.86,92,288,57.2,57.0
12722.0,0.21685064623785644,LOW,3,929.65,23,35,17.0,17.0
12724.0,0.30598281138692585,LOW,5,1566.4700000000005,82,361,90.0,86.5
12725.0,0.5250520029337565,MEDIUM,4,2266.76,280,213,70.66666666666667,43.0
12726.0,0.22102271077814528,LOW,9,2872.82,93,439,54.375,46.5
12727.0,0.17186669382696135,LOW,9,5036.53,4,559,69.5,92.5
12728.0,0.5526224381840396,MEDIUM,4,851.15,166,126,41.66666666666666,48.0
12731.0,0.15293303527216992,LOW,13,18204.05,53,503,41.5,41.5
12733.0,0.5537036421000967,MEDIUM,4,2424.87,143,455,151.33333333333334,155.0
12734.0,0.6520930404447233,MEDIUM,3,639.65,261,39,19.5,19.5
12735.0,0.7466389965488143,HIGH,2,779.57,224,21,21.0,21.0
12737.0,0.8452807501121277,HIGH,2,3710.5,407,0,0.0,0.0
12739.0,0.4418092864923897,MEDIUM,3,2689.23,8,295,147.0,147.0
12741.0,0.8427892933732652,HIGH,2,406.07,438,3,3.0,3.0
12743.0,0.5614765862191198,MEDIUM,2,540.13,43,0,0.0,0.0
12744.0,0.21073553235989717,LOW,9,18249.74,53,446,55.5,34.0
12745.0,0.8344016333442923,HIGH,3,925.41,395,195,97.5,97.5
12747.0,0.053647309977183276,LOW,23,7471.87,18,622,28.0,29.5
12748.0,0.055256950019134006,LOW,259,34359.66,0,643,2.108527131782946,1.0
12749.0,0.17612256418261749,LOW,7,5561.71,39,390,64.66666666666667,53.5
12753.0,0.20877289258294462,LOW,5,16620.910000000003,44,226,56.0,45.5
12754.0,0.6248995328727939,MEDIUM,3,3010.74,144,72,36.0,36.0
12755.0,0.47999262362308,MEDIUM,11,5236.259999999999,189,413,40.9,19.5
12757.0,0.3535645968971457,LOW,7,5281.08,51,68,11.0,5.0
12758.0,0.43545019043157696,MEDIUM,7,9903.24,25,621,103.16666666666669,100.5
12759.0,0.26678611165464083,LOW,7,4571.82,80,563,93.5,93.0
12761.0,0.7430131674888343,HIGH,2,782.9499999999999,366,7,7.0,7.0
12763.0,0.5442598581607427,MEDIUM,2,494.08,47,230,230.0,230.0
12765.0,0.7841642993542897,HIGH,6,1404.58,381,169,33.4,31.0
12766.0,0.20466120402048932,LOW,7,6881.55,58,258,42.833333333333336,37.0
12770.0,0.5073960664565226,MEDIUM,2,3246.45,119,245,245.0,245.0
12775.0,0.29694773415164327,LOW,6,1464.76,98,219,43.4,48.0
12778.0,0.3331755691398796,LOW,7,1445.5100000000002,92,419,69.5,65.0
12779.0,0.13668653483325113,LOW,13,5492.16,98,547,45.083333333333336,41.0
12782.0,0.1727381322604837,LOW,10,4365.990000000001,58,369,40.44444444444444,29.0
12785.0,0.6715868483684869,MEDIUM,3,1100.4,273,366,183.0,183.0
12787.0,0.45520236857666707,MEDIUM,3,743.18,0,321,160.5,160.5
12788.0,0.8490182804594444,HIGH,4,444.9,372,65,21.33333333333333,16.0
12789.0,0.8753602373210003,HIGH,2,181.5,421,181,181.0,181.0
12790.0,0.5838827585603573,MEDIUM,2,591.85,101,218,218.0,218.0
12791.0,0.6357794133801177,MEDIUM,6,863.5100000000001,282,250,49.8,19.0
12792.0,0.662739031926944,MEDIUM,2,827.0099999999998,165,278,278.0,278.0
12793.0,0.6290123260175051,MEDIUM,3,885.5299999999999,243,66,33.0,33.0
12797.0,0.6612618242560209,MEDIUM,2,552.08,274,58,58.0,58.0
12798.0,0.5038467922147088,MEDIUM,2,3140.93,79,250,250.0,250.0
12800.0,0.8477296729062062,HIGH,3,584.25,379,206,103.0,103.0
12802.0,0.23911427699352567,LOW,7,2416.42,95,377,62.5,19.5
12804.0,0.9085749476019701,HIGH,2,325.37,374,34,34.0,34.0
12805.0,0.6110966717103015,MEDIUM,4,1434.9499999999998,290,293,97.33333333333331,99.0
12806.0,0.7910843837750758,HIGH,4,2878.96,344,153,50.66666666666666,63.0
12808.0,0.4491884938340298,MEDIUM,4,574.3999999999999,93,278,92.33333333333331,66.0
12809.0,0.689671386003009,MEDIUM,3,1755.94,86,469,234.0,234.0
12810.0,0.8770337537076031,HIGH,2,534.99,443,142,142.0,142.0
12811.0,0.5716121118059555,MEDIUM,5,1033.9,169,166,41.0,35.0
12813.0,0.8224027882797721,HIGH,3,1687.8,410,191,95.0,95.0
12815.0,0.3908475027720669,LOW,2,1063.46,56,50,50.0,50.0
12816.0,0.3854001977637919,LOW,2,572.2,4,80,80.0,80.0
12817.0,0.5752157274887327,MEDIUM,3,690.98,190,153,76.0,76.0
12820.0,0.4202110419374919,MEDIUM,8,1917.64,235,407,57.71428571428572,58.0
12821.0,0.8134628092163713,HIGH,2,220.8,123,397,397.0,397.0
12823.0,0.09989305757021807,LOW,17,5966.0,36,552,34.125,26.5
12825.0,0.867634029281414,HIGH,2,518.63,430,120,120.0,120.0
12826.0,0.22248259269128498,LOW,9,2144.65,87,542,67.375,39.5
12828.0,0.2663552908425378,LOW,3,415.51,8,31,15.0,15.0
12829.0,0.6984707560883262,MEDIUM,3,385.3,245,213,106.0,106.0
12830.0,0.15246860502352713,LOW,5,6414.3200000000015,0,80,19.5,18.0
12831.0,0.5806276889711222,MEDIUM,3,451.11,171,200,100.0,100.0
12835.0,0.8883086604304912,HIGH,41,5996.83,336,308,7.225,6.5
12836.0,0.10197704549148053,LOW,14,6061.9,46,601,45.76923076923077,42.0
12837.0,0.7706824407654999,HIGH,2,662.6600000000001,82,396,396.0,396.0
12838.0,0.42877623184434666,MEDIUM,9,2694.75,282,219,26.75,19.0
12839.0,0.053647309977183276,LOW,21,7175.09,1,640,31.6,24.0
12840.0,0.24346489203507793,LOW,7,4041.97,52,530,87.83333333333333,75.0
12841.0,0.09430963650940757,LOW,32,5796.53,15,412,12.806451612903226,11.0
12842.0,0.7180311087319927,HIGH,3,1109.73,217,429,214.5,214.5
12843.0,0.11516624937297065,LOW,29,6573.41,68,567,19.785714285714285,11.0
12844.0,0.5548707263573199,MEDIUM,3,497.52,39,463,231.0,231.0
12845.0,0.8000367527048697,HIGH,4,354.09,176,22,7.333333333333333,2.0
12849.0,0.34543970935227414,LOW,5,2701.03,177,322,80.25,74.0
12851.0,0.8305657548887704,HIGH,2,280.76000000000005,5,380,380.0,380.0
12853.0,0.18401695840821955,LOW,11,3907.5,43,537,53.4,61.0
12854.0,0.31727253674183353,LOW,6,2465.09,150,487,97.0,77.0
12855.0,0.7810856942185075,HIGH,4,612.8400000000001,281,29,9.333333333333334,7.0
12857.0,0.3482568167658224,LOW,6,3688.0,119,472,94.0,94.0
12862.0,0.7937380162263471,HIGH,2,984.62,334,69,69.0,69.0
12863.0,0.5145125789644097,MEDIUM,5,2271.35,288,210,52.0,27.5
12864.0,0.8027643137219032,HIGH,2,299.57,47,369,369.0,369.0
12865.0,0.45490741865197315,MEDIUM,3,2736.62,32,352,176.0,176.0
12866.0,0.6118795407178054,MEDIUM,3,1227.35,192,219,109.0,109.0
12867.0,0.13441337717117777,LOW,12,6835.88,5,626,56.36363636363637,54.0
12868.0,0.25766477521303777,LOW,8,2043.76,94,207,29.142857142857142,32.0
12870.0,0.5727116348586132,MEDIUM,3,1676.9500000000005,284,248,124.0,124.0
12871.0,0.5387915725565913,MEDIUM,2,495.38,116,232,232.0,232.0
12872.0,0.4434007468992629,MEDIUM,12,3283.96,235,409,36.72727272727273,38.0
12873.0,0.5759924072688778,MEDIUM,3,2027.3,191,399,199.5,199.5
12874.0,0.6620478887884236,MEDIUM,2,948.42,294,169,169.0,169.0
12875.0,0.5385921477227703,MEDIUM,5,1356.99,52,554,138.25,119.5
12876.0,0.5239066244790462,MEDIUM,3,2590.2,105,394,196.5,196.5
12877.0,0.09168550973839312,LOW,17,2465.6000000000004,33,566,34.75,31.5
12878.0,0.6317465066056929,MEDIUM,2,854.99,145,29,29.0,29.0
12880.0,0.6750501704397489,MEDIUM,2,640.13,290,192,192.0,192.0
12888.0,0.6431302270179962,MEDIUM,2,354.12,123,41,41.0,41.0
12889.0,0.7543250964235562,HIGH,4,385.46,290,121,40.0,37.0
12891.0,0.431752511400935,MEDIUM,11,840.5,94,473,46.9,34.0
12897.0,0.4019602012238754,MEDIUM,4,514.25,113,339,112.66666666666669,97.0
12898.0,0.8941716802802532,HIGH,2,296.21000000000004,372,195,195.0,195.0
12901.0,0.0710006685354396,LOW,19,11639.469999999998,17,162,8.5,7.5
12905.0,0.8866849849106887,HIGH,2,1018.42,485,105,105.0,105.0
12907.0,0.6529714091165463,MEDIUM,2,508.91,304,98,98.0,98.0
12908.0,0.5100733330722755,MEDIUM,5,1776.0,85,453,113.0,124.0
12909.0,0.2785365683922414,LOW,6,2452.8900000000003,110,451,90.0,89.0
12910.0,0.1588914032202949,LOW,9,4208.38,43,487,60.5,55.5
12913.0,0.47999262362308,MEDIUM,11,4666.0,191,455,45.2,26.0
12915.0,0.6124229368358547,MEDIUM,4,975.1,57,440,146.33333333333334,116.0
12916.0,0.24363320142499553,LOW,7,4479.73,47,545,90.33333333333331,69.5
12917.0,0.37503315211005045,LOW,6,4359.2,37,602,120.0,98.0
12919.0,0.28993879040597303,LOW,3,441.65,25,53,26.0,26.0
12920.0,0.8923318600267943,HIGH,3,323.86,480,153,76.5,76.5
12921.0,0.055256950019134006,LOW,61,28729.620000000003,7,639,10.35,5.5
12923.0,0.6526605918026652,MEDIUM,2,597.6,299,184,184.0,184.0
12924.0,0.22326539372220644,LOW,11,2190.97,107,532,52.8,58.0
12926.0,0.6560169059684995,MEDIUM,4,1523.97,320,314,104.33333333333331,78.0
12928.0,0.1548281103895216,LOW,10,3378.33,56,401,44.0,34.0
12931.0,0.055256950019134006,LOW,53,82822.08,10,637,11.826923076923077,6.0
12932.0,0.8803925973647997,HIGH,8,1698.56,448,128,17.857142857142858,10.0
12933.0,0.32411939932493006,LOW,7,1386.59,80,557,92.5,73.0
12935.0,0.19761790125980236,LOW,12,3618.5,18,497,44.81818181818182,48.0
12937.0,0.2970023136704174,LOW,7,2021.57,106,538,89.33333333333333,67.5
12939.0,0.12394023158454698,LOW,16,21673.08,47,558,36.8,36.0
12942.0,0.42152645128455846,MEDIUM,3,675.6,40,234,117.0,117.0
